id,word,moe_level,kk_phonetics,definition_zh,example_sentence,sentence_zh,cefr_level,grammar_pattern,word_count,subject_type,source,reviewed,notes
10060,pluck up,,,(片) 鼓起　(勇氣) 振作,"Despite the heavy rain, the team plucked up the courage to continue the game.",儘管下著大雨，球隊還是鼓起勇氣繼續比賽。,A2,simple,14,common noun,Claude AI,FALSE,
10061,pluck,,plʌk,(動) 摘；拔；彈奏,Many students pluck fresh vegetables from the school garden to make salads.,許多學生從學校菜園裡摘下新鮮蔬菜來做沙拉。,B1,infinitive_purpose,12,common noun,Claude AI,FALSE,
10062,plug away,,,(片) 持續努力；埋頭苦幹,"If the team plugged away at the project, they would finish it on time.",如果團隊持續努力進行這個專案，他們就能準時完成。,B1,conditional_2,14,common noun,Claude AI,FALSE,
10063,plug in,,,(片) 插上電源；接通電源,My brother needs to plug in the laptop before the battery dies.,我哥哥需要在電池耗盡前插上筆記型電腦的電源。,A2,simple,12,common noun,Claude AI,FALSE,
10064,plug into,,,(片) 連接；接入,Students plug into their laptops to finish homework.,學生們插上筆記型電腦以完成作業。,A2,compound,8,common noun,Claude AI,FALSE,
10065,plug,3,plʌg,(動) 插上；堵塞　(名) 插頭；塞子,Never plug in the charger before checking the voltage.,在檢查電壓之前，絕對不要插上充電器。,B1-B2,inversion,9,common noun,Claude AI,FALSE,
10066,plum,4,plʌm,(名) 李子；梅子,"When the plum tree blooms in spring, the garden fills with fragrance.",當李子樹在春天開花時，花園裡充滿了香氣。,A2,adv_clause,12,common noun,Claude AI,FALSE,
10067,plumage,,'plumɪdʒ,(名) 羽毛；羽衣,The male peacock's colorful plumage attracts many visitors at the zoo.,雄孔雀色彩鮮豔的羽毛在動物園吸引了許多遊客。,A2,compound,11,common noun,Claude AI,FALSE,
10068,plumb,,plʌm,(名) 鉛錘；鉛垂線　(動) 測量深度；探索,The engineer used a plumb line to check the wall's vertical alignment.,工程師用鉛垂線檢查牆壁的垂直度。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10069,plumber,4,'plʌmɚ,(名) 水管工；鉛管工,The plumber fixed the leaking pipe before the rain started.,水管工在開始下雨前修好了漏水的管子。,A2,adv_clause,10,common noun,Claude AI,FALSE,
10070,plumbing,,'plʌmɪŋ,(名) 水管系統；管道工程,"If the plumbing failed during a typhoon, the school would flood quickly.",如果颱風期間水管系統故障，學校很快就會淹水。,B1,conditional_2,12,common noun,Claude AI,FALSE,
10071,plume,,plum,(名) 煙柱；羽毛,"After the factory opened, a dark plume of smoke rose into the sky.",工廠開工後，一股黑煙升上天空。,A2,adv_clause,13,common noun,Claude AI,FALSE,
10072,plummet,,'plʌmɪt,(動) 驟降；暴跌,"After the storm, the temperature plummeted to ten degrees.",暴風雨過後，氣溫驟降至十度。,A2,adv_clause,9,common noun,Claude AI,FALSE,
10073,plump down,,,(片) 一屁股坐下；重重地坐下,The tired student who plumped down on the sofa fell asleep.,那個疲憊的學生一屁股坐在沙發上睡著了。,A2,adj_clause,11,common noun,Claude AI,FALSE,
10074,plump for,,,(片) 支持；贊成,"If our school had more funding, the principal would plump for new computers.",如果我們學校有更多經費，校長就會支持購買新電腦。,B1,conditional_2,13,common noun,Claude AI,FALSE,
10076,plump up,,,(片) 拍鬆；使蓬鬆,The pillow that my grandmother likes to plump up is very soft.,我奶奶喜歡拍鬆的那個枕頭非常柔軟。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10077,plump,,plʌmp,(形) 圓胖的；豐滿的　(動) 使圓胖；撲通地掉落,The plump cat sat lazily on the warm sofa.,那隻圓胖的貓懶洋洋地坐在溫暖的沙發上。,A2,simple,9,common noun,Claude AI,FALSE,
10078,plunder,,'plʌndɚ,(動) 掠奪；搶劫,The ancient temple was plundered by invaders during the war.,那座古廟在戰爭期間遭到入侵者掠奪。,A2,compound,10,common noun,Claude AI,FALSE,
10079,plunge,5,plʌndʒ,(動) 投入；跳入,Many students plunge into their studies before final exams.,許多學生在期末考前投入他們的課業。,B1,infinitive_purpose,9,common noun,Claude AI,FALSE,
10080,plunk,,plʌŋk,(動) 砰地放下；重重地放置,The student plunked his heavy backpack onto the classroom desk.,那名學生砰地一聲把沉重的背包放在教室的桌子上。,A2,simple,10,common noun,Claude AI,FALSE,
10081,plural,5,'plʊrəl,(名) 複數形式　(形) 複數的,The plural form of most English nouns is made by adding -s or -es.,大多數英文名詞的複數形式是透過加上 -s 或 -es 來構成的。,A2,simple,14,common noun,Claude AI,FALSE,
10082,plus,2,plʌs,(介) 加；加上　(名) 加號；正號　(形) 正的；附加的,The math problem plus the extra credit question was very difficult.,這個數學題目加上額外加分題非常困難。,A2,adj_clause,11,common noun,Claude AI,FALSE,
10083,Pluto,,'pluto,(名) 冥王星,"Having explored Pluto, the spacecraft sent back valuable data.",在探索過冥王星之後，太空船傳回了有價值的數據。,B1-B2,participial_perf,9,common noun,Claude AI,FALSE,
10084,plutocracy,,plu'tɑkrəsi,(名) 富豪統治；財閥統治,"If a plutocracy controls the government, ordinary citizens lose their voice.",如果富豪統治控制政府，一般公民就會失去發言權。,A2,adv_clause,11,common noun,Claude AI,FALSE,
10085,ply,,plaɪ,(動) 定期航行；往返行駛；從事,"If the ferry continues to ply this route, more tourists will visit the island.",如果渡輪繼續行駛這條航線，將會有更多遊客造訪這座島嶼。,B1,conditional_1,14,common noun,Claude AI,FALSE,
10086,plywood,,'plaɪwʊd,(名) 膠合板；合板,"Because the plywood was cheap, the carpenter used it for the shelves.",因為膠合板很便宜，木匠用它來做架子。,A2,adv_clause,12,common noun,Claude AI,FALSE,
10087,pneumonia,6,nju'monjə,(名) 肺炎,Catching pneumonia last winter kept Kevin in the hospital for two weeks.,去年冬天感染肺炎讓凱文在醫院住了兩週。,B1,participial,12,gerund,Claude AI,FALSE,
10088,poach,,potʃ,(動) 挖角；偷獵,The company decided to poach a talented engineer from its rival.,這家公司決定從競爭對手那裡挖角一位有才華的工程師。,A2,simple,11,common noun,Claude AI,FALSE,
10089,poacher,,'potʃɚ,(名) 盜獵者；偷獵者,"Caught by the forest ranger, the poacher admitted his crime.",被森林管理員抓到後，那個盜獵者承認了他的罪行。,B1,participial,10,common noun,Claude AI,FALSE,
10090,poaching,,'potʃɪŋ,(名) 盜獵；非法捕獵,Poaching endangered animals threatens global biodiversity and ecosystem balance.,盜獵瀕危動物威脅全球生物多樣性和生態系統平衡。,A2,compound,9,gerund,Claude AI,FALSE,
10091,pocket,1,'pɑkɪt,(名) 口袋；零用錢　(動) 把…放入口袋；盜取,Pocket money often teaches young students the value of saving.,零用錢常教導年輕學生儲蓄的價值。,B1,participial,10,common noun,Claude AI,FALSE,
10093,pod,,pɑd,(名) 豆莢；小群體,"If your school pod has too many students, the teacher will split it.",如果你的學校小組有太多學生，老師會把它分開。,B1,conditional_1,13,noun clause,Claude AI,FALSE,
10094,poem,2,'poəm,(名) 詩,"After reading the poem, the student wrote a short essay about it.",讀完這首詩後，那位學生寫了一篇關於它的短文。,A2,adv_clause,12,common noun,Claude AI,FALSE,
10095,poet,2,'poɪt,(名) 詩人,The young poet wrote a beautiful poem about spring.,這位年輕詩人寫了一首關於春天的美麗詩篇。,A2,adv_clause,9,common noun,Claude AI,FALSE,
10096,poetic,5,po'ɛtɪk,(形) 詩意的；富有詩意的,The student wrote a poetic description of the sunset for her English essay.,這位學生為她的英文作文寫了一篇關於日落的詩意描述。,B1,infinitive_purpose,13,common noun,Claude AI,FALSE,
10097,poetry,2,'poɪətrɪ,(名) 詩；詩歌,The poetry that Emily wrote won first prize in the school contest.,艾蜜莉寫的那首詩在學校比賽中贏得了一等獎。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10098,pogrom,,pə'grɑm,(名) 大屠殺；集體迫害,"When the pogrom occurred, many families fled their homes.",當大屠殺發生時，許多家庭逃離了他們的家園。,A2,adv_clause,9,common noun,Claude AI,FALSE,
10099,poignancy,,'pɔɪnjənsɪ,(名) 辛酸；深刻感傷,"Having read the old letters, the student felt the poignancy of lost time.",讀完那些舊信後，這位學生感受到失去時光的辛酸。,B1-B2,participial_perf,13,common noun,Claude AI,FALSE,
10100,poignant,,'pɔɪnjənt,(形) 令人心酸的；深刻的,"Hearing the poignant story, the entire class fell silent.",聽到這個令人心酸的故事，全班同學都沉默了。,B1,participial,9,common noun,Claude AI,FALSE,
10101,poignantly,,'pɔɪnjəntlɪ,(副) 痛切地；深刻地,"The movie's ending, which poignantly captured the loss of innocence, moved everyone.",這部電影的結局，它痛切地捕捉了純真的喪失，感動了每個人。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10103,point out,,,(片) 指出；指明,The teacher pointed out the key points before the exam.,老師在考試前指出了重點。,A2,adv_clause,10,common noun,Claude AI,FALSE,
10104,point,1,pɔɪnt,(名) 觀點；要點　(動) 指向；指出,"Having made a valid point, the student waited for the teacher's response.",提出了一個有效的觀點後，那名學生等待老師的回應。,B1-B2,participial_perf,12,common noun,Claude AI,FALSE,
10105,pointed,,'pɔɪntɪd,(動) 指出；指向　(形) 尖的；敏銳的,The teacher pointed out the key points in the article during the class.,老師在課堂上指出了文章中的關鍵重點。,A2,adv_clause,13,common noun,Claude AI,FALSE,
10106,poise,,pɔɪz,(名) 沉著；平衡　(動) 使平衡；保持姿勢,"Before the competition, the gymnast showed remarkable poise during her routine.",比賽前，這位體操選手在表演中展現了非凡的沉著。,A2,adv_clause,11,common noun,Claude AI,FALSE,
10107,poised,,pɔɪzd,(形) 鎮定的；準備好的,The basketball team remained poised under intense pressure during the final game.,籃球隊在決賽的巨大壓力下保持鎮定。,A2,compound,12,common noun,Claude AI,FALSE,
10108,poison,2,'pɔɪzn,(名) 毒藥；毒物　(動) 毒害；下毒,The factory's waste poison the river near our school.,那家工廠的廢棄物毒害了我們學校附近的河流。,A2,simple,9,compound noun,Claude AI,FALSE,
10109,poisonous,4,'pɔɪzənəs,(形) 有毒的；有害的,The mushrooms that Tom found in the forest are poisonous.,Tom在森林裡找到的蘑菇是有毒的。,A2,adj_clause,10,common noun,Claude AI,FALSE,
10110,poke about,,,(片) 到處翻找；探聽,"If the janitor poked about the storage room, he would find lost equipment.",如果工友在儲藏室裡到處翻找，他會找到遺失的設備。,B1,conditional_2,13,common noun,Claude AI,FALSE,
10111,poke,5,pok,(動) 戳；捅　(名) 戳；捅,"If a friend poked fun at your mistake, would you feel embarrassed?",如果朋友嘲笑你的錯誤，你會感到尷尬嗎？,B1,conditional_2,12,common noun,Claude AI,FALSE,
10112,polar vortex,,,(片) 極地渦旋,"If the polar vortex weakens, northern regions may experience extreme cold.",如果極地渦旋減弱，北部地區可能會經歷極端寒冷。,B1,conditional_1,11,common noun,Claude AI,FALSE,
10113,pole,3,pol,(名) 桿；竿；柱,Students use a long pole to push the boat across the river.,學生們用一根長竿子將船推過河。,B1,infinitive_purpose,12,common noun,Claude AI,FALSE,
10114,polemic,,pə'lɛmɪk,(名) 激烈辯論；論戰　(形) 好辯的；爭論的,The professor's polemic against social media sparked a heated debate among students.,教授針對社群媒體的激烈辯論在學生間引發了熱烈討論。,A2,simple,12,common noun,Claude AI,FALSE,
10115,polemical,,pə'lɛmɪkəl,(形) 爭辯的；好辯的,Never have I read such a polemical article about climate change.,我從未讀過如此關於氣候變遷的爭辯性文章。,B1-B2,inversion,11,common noun,Claude AI,FALSE,
10116,poles apart,,,(片) 截然不同；完全相反,The twins are poles apart in their opinions about climate change.,這對雙胞胎在氣候變遷的意見上截然不同。,A2,compound,11,common noun,Claude AI,FALSE,
10117,police,1,pə'lis,(名) 警察,The police officer helped the old woman cross the street.,警察幫助那位老太太過馬路。,A2,simple,10,common noun,Claude AI,FALSE,
10119,policy,2,'pɑləsɪ,(名) 政策；方針,"Following the new policy, students can use their phones during lunch break.",遵循這項新政策，學生可以在午休時間使用手機。,B1,participial,12,common noun,Claude AI,FALSE,
10120,policyholder,,'pɑləsɪˌholdɚ,(名) 投保人；保險客戶,The policyholder whose house was damaged filed a claim.,房屋受損的投保人提出了理賠申請。,A2,adj_clause,9,common noun,Claude AI,FALSE,
10121,polish off,,,(片) 迅速吃完；喝光,The students who wanted to polish off the pizza quickly formed a team.,那些想迅速吃完披薩的學生組成了一個團隊。,A2,adj_clause,13,common noun,Claude AI,FALSE,
10122,polish up,,,(片) 改善；潤色,The students need to polish up their essays before the final submission.,學生們需要在最終提交前潤色他們的文章。,A2,simple,12,common noun,Claude AI,FALSE,
10123,polish,4,'pɑlɪʃ,(名) 亮光劑；擦亮　(動) 擦亮；磨光　(形) 波蘭的,The polish that the student applied to her shoes made them shine.,學生擦在鞋子上的鞋油讓它們閃閃發亮。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10124,polished,,'pɑlɪʃt,(動) 擦亮；潤飾,Many students polished their essays to impress the judges.,許多學生潤飾他們的文章以打動評審。,B1,infinitive_purpose,9,common noun,Claude AI,FALSE,
10125,polite,1,pə'laɪt,(形) 有禮貌的；客氣的,A polite student always greets the teacher before class.,有禮貌的學生總是在上課前向老師打招呼。,A2,compound,9,common noun,Claude AI,FALSE,
